facility_name,state,industry_sector,total_ghg_emissions_tonnes,latitude,longitude,reporting_year
ST. GEORGE CITY POWER: MILLCREEK GENERATION STATION,UT,Power Plants,65481.856,37.1124,-113.5155,2023
ST. LUCIE COUNTY BALING AND RECYCLING FACILITY,FL,Waste,58763.196,27.37811,-80.38832,2023
STAFFORD COUNTY LANDFILL,VA,Waste,75196.8,38.38066,-77.413488,2023
STANISLAUS FOOD PRODUCTS COMPANY,CA,Other,64791.456,37.63617,-120.99151,2023
STARPET INCORPORATED,NC,Other,34533.92,35.77262,-79.82243,2023
STARRETT CITY POWER PLANT,NY,Other,82611.274,40.64917,-73.87973,2023
STATEWIDE LANDFILL,OH,Waste,536.25,40.74315,-81.39866,2023
STD STEEL BURNHAM PLT,PA,Metals,68869.968,40.636944,-77.571944,2023
STEEL DUST RECYCLING LLC,AL,Metals,209664.228,33.5646,-88.0599,2023
STEEL DYNAMICS INC,IN,Metals,982503.42,41.364278,-84.914083,2023
"STEEL DYNAMICS, INC. (SDI)",IN,Metals,186944.324,39.876783,-86.482113,2023
"STEEL DYNAMICS. INC. (SDI), STRUCTUAL AND RAIL DIVISION",IN,Metals,328102.768,41.124348,-85.395659,2023
STEPAN CO,IL,Chemicals,48420.968,41.441667,-88.15972,2023
"STERLING ETHANOL, LLC",CO,Other,54556.444,40.6375,-103.190556,2023
STERLING STEEL COMPANY LLC,IL,Metals,85048.448,41.786281,-89.709809,2023
STEVENS POINT MILL,WI,Pulp and Paper,74418.672,44.51942,-89.58392,2023
STONE'S THROW LANDFILL,AL,Waste,47862.0,32.514014,-85.828028,2023
SP 49 A,LA,Petroleum and Natural Gas Systems,56230.928,28.88543034,-89.06376903,2023
SS 72 J/LQ/OF,LA,Petroleum and Natural Gas Systems,50788.072,28.954091,-90.960667,2023
ST 37 A & J_21897,LA,Petroleum and Natural Gas Systems,16348.152,28.92849,-90.353277,2023
SNYDER GAS PLANT,TX,Petroleum and Natural Gas Systems,53301.702,32.747699,-100.923444,2023
SOUTH CHESTER CO2 REMOVAL FACILITY,MI,Petroleum and Natural Gas Systems,551607.85,44.9159,-84.5411,2023
SOUTHWEST OZONA GAS PLANT,TX,Petroleum and Natural Gas Systems,46827.992,30.4462,-101.4674,2023
SPINDLE GAS PROCESSING PLANT,CO,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",24749.51,40.088944,-104.884194,2023
STATION #2 - FLAGSTAFF CMP STN,AZ,Petroleum and Natural Gas Systems,63422.114,35.227948,-111.827049,2023
STATION #3 - LEUPP CMP STN,AZ,Petroleum and Natural Gas Systems,65390.138,35.3043,-110.8471,2023
STATION #5 - THOREAU CMP STN,NM,Petroleum and Natural Gas Systems,46149.63,35.423494,-108.237385,2023
STATION #6 - LAGUNA CMP STN,NM,Petroleum and Natural Gas Systems,37979.396,35.00596,-107.24127,2023
STATION #7 - MOUNTAINAIR CMP STN,NM,Petroleum and Natural Gas Systems,32861.084,34.278333,-106.104166,2023
STATION #8 - CORONA CMP STN,NM,Petroleum and Natural Gas Systems,28329.958,33.009293,-105.475945,2023
STATION #9 - ROSWELL CMP STN,NM,Petroleum and Natural Gas Systems,25555.026,33.30324,-104.31032,2023
STONEPEAK CERAMICS INC,TN,Minerals,39727.74,35.99979,-85.05327,2023
STONY HOLLOW LANDFILL INC,OH,Waste,29484.65,39.715707,-84.252307,2023
STRUCTURAL METALS INC,TX,Metals,213757.176,29.57906,-98.02368,2023
SUBARU of INDIANA AUTOMOTIVE INCORPORATED,IN,Other,49356.264,40.378818,-86.792522,2023
"SUMITOMO RUBBER USA, LLC",NY,Other,32665.628,42.969,-78.918,2023
SUMMIT COUNTY LANDFILL,CO,Waste,44564.7,39.608712,-105.997922,2023
SUMNER LANDFILL,IL,Waste,79474.198,38.739368,-87.852363,2023
SUNCOR ENERGY (USA) COMMERCE CITY REFINERY,CO,"Chemicals,Petroleum Product Suppliers,Refineries",811957.512,39.803333,-104.945556,2023
SUNNYSIDE COGENERATION ASSOCIATES,UT,Power Plants,401048.15,39.54764,-110.39079,2023
SUNRISE LANDFILL,NV,Waste,3809.0,36.141347,-115.00308,2023
SUNSET FARMS LANDFILL,TX,Waste,11065.25,30.33407,-97.62178,2023
SUNSHINE CANYON LANDFILL,CA,Waste,390591.75,34.32423,-118.50343,2023
SUNY AT BINGHAMTON,NY,Other,16070.944,42.087974,-75.970934,2023
SUPERIOR ALUMINUM ALLOYS LLC,IN,Metals,31253.132,41.07892,-84.95702,2023
SUPERIOR LANDFILL & RECYCLING CENTER,GA,Waste,69324.862,32.01336,-81.25767,2023
SURRY COUNTY LANDFILL,NC,Waste,26065.5,36.4381,-80.5702,2023
SUSQUEHANNA RESOURCE MGMT COMPLEX,PA,Waste,109850.868,40.2443,-76.8541,2023
SUWANNEE AMERICAN CEMENT,FL,Minerals,361182.132,29.9616,-82.8497,2023
"SUWANNEE AMERICAN CEMENT COMPANY, LLC",FL,Minerals,567263.076,28.760864,-82.025353,2023
SWEENY COGENERATION FACILITY,TX,Power Plants,2914673.786,29.0728,-95.745,2023
SWEENY REFINERY,TX,"Petroleum Product Suppliers,Refineries",1967424.934,29.070847,-95.750363,2023
SWIFT & CO,TX,"Other,Waste",57409.762,36.04927,-102.00131,2023
SWIFT BEEF CO,UT,Other,29941.964,41.64415,-111.86086,2023
SWIFT BEEF COMPANY,NE,"Other,Waste",59240.094,40.92204,-98.3204,2023
SWIFT PORK CO - WORTHINGTON,MN,Other,38305.804,43.635005,-95.566372,2023
"SWVA, INC.",WV,Metals,55477.668,38.4265,-82.42532,2023
SYCAMORE COGENERATION Facility,CA,"Other,Power Plants",374323.344,35.4518,-118.9851,2023
SYCAMORE LANDFILL,WV,Waste,23599.75,38.432084,-82.022598,2023
SYCAMORE LANDFILL,CA,Waste,105269.25,32.862911,-117.027864,2023
"SYNGENTA CROP PROTECTION, LLC. - ST GABRIEL PLANT",LA,Chemicals,52250.704,30.2413,-91.1009,2023
SYRACUSE UNIVERSITY - STEAM STATION,NY,Other,48133.568,43.03925,-76.14311,2023
Sabine,TX,Power Plants,2137865.376,30.0242,-93.875,2023
Saginaw Valley Landfill,MI,Waste,807.548,43.439384,-84.071709,2023
Saint Francis Hospital,OK,Other,16104.588,36.0728,-95.9195,2023
Salem Harbor Station NGCC,MA,Power Plants,278894.216,42.5255,-70.877,2023
Salinas Landfill,PR,Waste,111658.5,17.977466,-66.297946,2023
Salinas River Cogeneration Facility,CA,"Other,Power Plants",154020.98,35.9515,-120.8679,2023
Salt River Landfill,AZ,Waste,35449.5,33.504378,-111.787864,2023
Sam Seymour,TX,Power Plants,8456122.93,29.9172,-96.7506,2023
Samsung Austin Semiconductor,TX,Other,739024.497615,30.375,-97.631386,2023
San Diego State University,CA,Other,50778.66,32.77214,-117.07191,2023
San Jacinto County Peaking Facility,TX,Power Plants,78765.96,30.42,-95.0114,2023
San Jacinto Steam Electric Station,TX,Power Plants,531651.08,29.6967,-95.0411,2023
San Jose/Santa Clara Regional Wastewater Facility,CA,Other,19815.152,37.43251,-121.952738,2023
San Juan Landfill,PR,Waste,98939.05,18.4358,-66.0816,2023
San Miguel,TX,Power Plants,1802760.032,28.7044,-98.4781,2023
Sand Hill Energy Center,TX,Power Plants,838022.836,30.2091,-97.6139,2023
Sand Point Landfill,NM,Waste,44933.25,32.500534,-104.069167,2023
"Sanderson Farms, LLC",MS,"Other,Waste",25955.878,31.275,-90.374722,2023
"Sandhills Renewable Energy, LLC",NE,Other,68478.692,42.51899,-98.9596,2023
Sandoval County Landfill,NM,Waste,87788.25,35.3071,-106.6228,2023
Sandy Creek Energy Station,TX,Power Plants,3459098.706,31.4753,-96.9564,2023
Sanford,FL,Power Plants,3027145.88,28.8419,-81.3256,2023
Santa Clara Cogen,CA,Power Plants,15017.344,37.36465,-121.94463,2023
Santa Rosa Energy Center,FL,Power Plants,462346.661,30.5661,-87.115,2023
Santan,AZ,Power Plants,2329386.74,33.3333,-111.751,2023
Santiago Canyon Landfill,CA,Waste,33545.75,33.78328,-117.74998,2023
"Sappi North America, Inc. - Somerset Operations",ME,"Pulp and Paper,Waste",316253.638,44.707585,-69.641313,2023
"Saranac Power Partners, LP",NY,Power Plants,164189.94,44.7132,-73.4557,2023
Sarpy County Station,NE,Power Plants,119769.22,41.1706,-95.9692,2023
Sasol Chemicals (USA) LLC,TX,Chemicals,39020.704,29.760745,-95.176749,2023
Sasol Chemicals (USA) LLC - LAKE CHARLES CHEMICAL COMPLEX,LA,Chemicals,940880.826,30.2588,-93.2937,2023
"Sawyer Disposal Services, LLC",ND,Waste,21197.25,47.972493,-101.092338,2023
Sayreville Power LP,NJ,Power Plants,439363.072,40.439,-74.3444,2023
Scattergood Generating Station,CA,Power Plants,569763.208,33.9175,-118.4258,2023
"Scepter, Inc.",TN,Metals,33775.372,36.07506,-87.950031,2023
Scherer,GA,Power Plants,7612538.87,33.0583,-83.8072,2023
Schiller,NH,Power Plants,687.738,43.0978,-70.7842,2023
Schlosser Forge Company,CA,Other,22859.864,34.09908,-117.54933,2023
Scholl Canyon Landfill,CA,Waste,103175.25,34.145023,-118.183491,2023
Scottsboro Solid Waste,AL,Waste,38473.25,34.696305,-85.986151,2023
Scrubgrass Generating Plant,PA,Power Plants,452134.08,41.2678,-79.8114,2023
"Seaboard Energy Kansas, LLC",KS,Chemicals,95995.988,36.996156,-101.382671,2023
Seaboard Foods Pork Processing Plant,OK,"Other,Waste",130395.402,36.70724,-101.47763,2023
Seagrave Fire Apparatus LLC,WI,Other,2590.04,44.61969,-88.75221,2023
Searles Valley Minerals,CA,Other,1429567.708,35.7633,-117.3803,2023
Security Recycling and Disposal Facility,TX,Waste,64501.0,30.3209,-95.2737,2023
"Sekisui Specialty Chemicals America, LLC - Pasadena",TX,Other,16155.64,29.716059,-95.189998,2023
Selkirk Cogen Partners,NY,Power Plants,70367.188,42.5744,-73.8592,2023
Seminole (136),FL,"Power Plants,Waste",5902849.636,29.7333,-81.6339,2023
Seminole (2956),OK,Power Plants,1589819.756,34.9678,-96.7242,2023
"Seneca Landfill, Incorporated",PA,Waste,52420.788,40.804184,-80.085323,2023
Sentinel Energy Center,CA,Power Plants,286161.592,33.934167,-116.571388,2023
"Seven Hills Paperboard, LLC",VA,Pulp and Paper,32734.228,37.403741,-79.128076,2023
Seward County Landfill,KS,Waste,44521.1,37.0545,-100.89178,2023
Seward Generation LLC,PA,Power Plants,2279070.452,40.4081,-79.0339,2023
Sewaren Generating Station,NJ,Power Plants,1207078.83,40.5564,-74.2461,2023
Sewell Creek Energy,GA,Power Plants,263521.672,33.9486,-85.2769,2023
Shady Hills,FL,Power Plants,85609.732,28.3665,-82.5591,2023
Shamrock Landfill Inc.,MN,"Other,Waste",41843.498,46.6944270551746,-92.4286839463005,2023
Shannon Road Landfill,AR,Waste,18309.75,34.20441,-92.099,2023
"Shaw Industries Group, Inc., Plant 80",GA,Other,10519.06,34.71719,-84.96726,2023
Shawnee,KY,Power Plants,5828807.123,37.1517,-88.775,2023
Shawville Station,PA,Power Plants,956342.708,41.067,-78.3656,2023
Sale Ranch Gas Plant,TX,Petroleum and Natural Gas Systems,91872.95,32.2225894980154,-101.903378840676,2023
San Martin Gas Plant,TX,Petroleum and Natural Gas Systems,84102.276,29.212292,-98.407127,2023
Sand Hills Gas Plant,TX,"Injection of CO2,Petroleum and Natural Gas Systems,Suppliers of CO2",89298.14062260848,31.409312,-102.415134,2023
Sanderson Gas Plant,ND,Petroleum and Natural Gas Systems,67293.7,48.129374980055,-104.04052202778,2023
Sarsen Gas Processing Plant,PA,Petroleum and Natural Gas Systems,14867.896,40.81476,-80.04373,2023
"Scissortail Energy Cable Compressor Station McAlester, OK",OK,Petroleum and Natural Gas Systems,52684.19,35.073992,-95.474415,2023
"Scissortail Energy Featherston Station Quinton, OK",OK,Petroleum and Natural Gas Systems,36654.418,35.07282,-95.50799,2023
Sendero Carlsbad Plant,NM,Petroleum and Natural Gas Systems,133401.642,32.266807,-104.120841,2023
Seneca Gas Processing Plant,OH,Petroleum and Natural Gas Systems,23283.222,39.802274,-81.346571,2023
Shelby,TX,Petroleum and Natural Gas Systems,111192.862,31.795396,-94.179048,2023
Salineville,OH,Petroleum and Natural Gas Systems,25915.348,40.678185,-80.860068,2023
Shermans Dale Station,PA,Petroleum and Natural Gas Systems,37667.864,40.3439,-77.1628,2023
Sherwood Compressor Station,WV,Petroleum and Natural Gas Systems,39907.818,39.26689,-80.69403,2023
Sheboygan Falls Energy Facility,WI,Power Plants,334102.712,43.7519,-87.8783,2023
Shelby County Energy Center,IL,Power Plants,93622.852,39.2794,-88.4772,2023
Sheldon,NE,Power Plants,826199.142,40.5589,-96.7842,2023
Shell Catalysts and Technologies L.P.,LA,Chemicals,37836.408,30.4943,-91.21708,2023
Shell Chemical Appalachia LLC,PA,"Chemicals,Other,Power Plants",1579719.28,40.67159,-80.336312,2023
Shell Deer Park Chemical,TX,Chemicals,523941.148,29.722222,-95.126944,2023
Shell Rock Soy Processing,IA,Other,36488.712,42.72837,-92.62315,2023
Shenandoah County Landfill,VA,Waste,9321.35,38.83853,-78.5485,2023
Sherburne County,MN,Power Plants,7177184.032,45.3792,-93.8958,2023
Sherman Avenue,NJ,Power Plants,24349.44,39.451,-75.0578,2023
Ship Shoal 332B,LA,Petroleum and Natural Gas Systems,59507.476,29.75826,-95.36643,2023
Shoal Creek Mine,AL,Other,125757.0,33.50668,-87.27089,2023
Shoemaker Gas Turbine,NY,Power Plants,914.796,41.4278,-74.4186,2023
Shoreham Energy,NY,Power Plants,9688.592,40.9572,-72.8664,2023
Show-Me Regional Landfill,MO,Waste,29205.35,38.719887,-93.676386,2023
Shultz Steel Company,CA,Other,20441.172,33.951482,-118.174885,2023
Sierra Army Depot,CA,Waste,174.25,40.146017,-120.124045,2023
Sikeston,MO,Power Plants,1466563.046,36.8791,-89.6209,2023
Silver Creek Generating Plant,MS,Power Plants,131853.36,31.6004,-89.9468,2023
Silver Eagle Refining-Woods Cross,UT,"Petroleum Product Suppliers,Refineries",44643.916,40.866389,-111.911389,2023
Silver Lake,MN,Power Plants,31911.88,44.0281,-92.4597,2023
"Shenzi, GC-653",LA,Petroleum and Natural Gas Systems,145124.7,27.300623,-90.135,2023
"Ship Shoal 182 C-DRILL, D-PRD, & E",LA,Petroleum and Natural Gas Systems,11987.784,28.6185,-90.9949,2023
Ship Shoal 243 A,TX,Petroleum and Natural Gas Systems,35416.578,28.42553,-91.13692,2023
Ship Shoal 300 B,LA,Petroleum and Natural Gas Systems,8210.632,28.248144,-91.132519,2023
Sherwood Gas Plant,WV,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",268504.726,39.281445,-80.69374,2023
Shilling Gas Plant,TX,Petroleum and Natural Gas Systems,154316.81,27.942678,-98.870942,2023
Shute Creek Facility,WY,"Injection of CO2,Petroleum and Natural Gas Systems,Suppliers of CO2",3155544.936,41.887,-110.09446,2023
Siloam Fractionation,KY,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",40425.786,38.733056,-82.928333,2023
Silver Creek Processing Plant,TX,Petroleum and Natural Gas Systems,53221.906,32.800654,-97.674429,2023
Silver Oak Gas Plant,TX,Petroleum and Natural Gas Systems,107672.4984634949,28.555548,-97.856385,2023
Silver Plant,TX,Petroleum and Natural Gas Systems,64853.888,32.011814,-101.022991,2023
Sinton Compressor Station,TX,Petroleum and Natural Gas Systems,208814.978,28.0922,-97.4922,2023
Silverhawk,NV,Power Plants,1013339.044,36.4078,-114.9603,2023
Sim Gideon,TX,Power Plants,703222.892,30.1456,-97.2708,2023
Sinton Landfill,TX,Waste,14225.5,28.015282,-97.560379,2023
Sioux,MO,Power Plants,3233284.61,38.9158,-90.2917,2023
Sisecam Wyoming LLC,WY,Minerals,815087.468,41.70999,-109.68,2023
Skana Aluminum Company,WI,Metals,20464.77,44.12862,-87.63048,2023
"Skyworks Solutions, Inc.",MA,Other,24116.71997,42.49891,-71.16311,2023
Smarr Energy Facility,GA,Power Plants,111372.688,32.9856,-83.8464,2023
Smith Generating Facility,KY,Power Plants,278761.314,37.8824,-84.1025,2023
Smithfield Fresh Meats Corp - Tar Heel,NC,"Other,Waste",67983.652,34.7465,-78.8061,2023
Smithfield Fresh Meats Corp. - Crete Facility,NE,"Other,Waste",84859.034,40.579722,-96.964722,2023
Smithfield Fresh Meats Corp. Clinton,NC,Other,27143.248,34.994252,-78.313318,2023
Smithfield Packaged Meats Corp.,SD,"Other,Waste",53097.224,43.6,-96.71,2023
Smurfit Kappa Orange County LLC,TX,Pulp and Paper,81570.964,32.74107,-96.44188,2023
Sofidel America,OH,Pulp and Paper,83412.536,39.545833,-82.941944,2023
Solae LLC,IN,Other,21043.02,40.768389,-87.152694,2023
"Solvay Specialty Polymers USA, L.L.C.",OH,Other,78715.504,39.370495,-81.515306,2023
Solvay USA,IL,Chemicals,32669.876,41.512055,-87.617364,2023
Solvay USA Inc.,LA,Chemicals,44340.584,30.513003,-91.188174,2023
Solway Plant,MN,Power Plants,88210.024,47.5444,-95.1297,2023
"Somerset Operating Compnay, LLC",NY,Power Plants,0.0,43.3561,-78.6039,2023
Sonoco Hutchinson,KS,Pulp and Paper,7448.272,38.05416,-97.88538,2023
Sonoco Products Co.,SC,"Pulp and Paper,Waste",39916.088,34.387,-80.0663,2023
Sonoco Richmond,VA,Pulp and Paper,26460.0,37.49572,-77.43354,2023
Sooner,OK,Power Plants,1068660.406,36.4537,-97.0527,2023
Sorrento Lactalis,ID,Other,42345.74,43.606826,-116.491937,2023
"South Bend Ethanol, LLC.",IN,"Other,Suppliers of CO2",125745.576,41.6552,-86.2962,2023
South Central Iowa Landfill,IA,Waste,30251.5,41.34485,-94.02116,2023
South Marsh Island 69 B/BQ,LA,Petroleum and Natural Gas Systems,34391.416,28.61794331,-92.0698127,2023
South Marsh Island SM 217,LA,Petroleum and Natural Gas Systems,28931.38,29.4412,-92.0615,2023
South Timbalier 151,LA,Petroleum and Natural Gas Systems,40826.354,28.365699,-90.145899,2023
South Timbalier 311 A,TX,Petroleum and Natural Gas Systems,12478.522,28.12003,-90.53239,2023
South Timbalier 52,LA,Petroleum and Natural Gas Systems,21371.758,28.8673,-90.4906,2023
Smithburg Gas Plant,WV,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",42902.19,39.283265,-80.733806,2023
Sneed Booster Station,TX,Petroleum and Natural Gas Systems,31990.12,35.8117,-101.6294,2023
Sonora Gas Plant,TX,Petroleum and Natural Gas Systems,17454.342,30.299814,-100.644769,2023
South Eddy Cryo Plant,NM,Petroleum and Natural Gas Systems,60793.148,32.161288,-103.828358,2023
Somerset,OH,Petroleum and Natural Gas Systems,39010.558,39.782719,-82.291662,2023
Sonora Compressor Station,TX,Petroleum and Natural Gas Systems,65405.876,30.2993,-100.6465,2023
South Boyce Compressor Station,LA,Petroleum and Natural Gas Systems,29665.544,31.366890176862,-92.6275139905077,2023
Southeast,NY,Petroleum and Natural Gas Systems,121778.75,41.3844,-73.5446,2023
Southern California Gas Blythe Facility,CA,Petroleum and Natural Gas Systems,42711.606,33.60344,-114.64339,2023
Southern California Gas Co Wheeler Ridge station,CA,Petroleum and Natural Gas Systems,23341.024,35.059251,-119.02406,2023
Southern California Gas Company - Honor Rancho,CA,Petroleum and Natural Gas Systems,26837.962,34.43993,-118.57646,2023
Southern Pines Energy Center,MS,Petroleum and Natural Gas Systems,15753.69,31.227075,-88.68313,2023
South Field Energy,OH,Power Plants,2971407.288,40.641041,-80.682753,2023
South Fond Du Lac,WI,Power Plants,20962.972,43.7353,-88.4968,2023
South Harper Generating Station,MO,Power Plants,126758.932,38.6803,-94.4824,2023
South Hills (Armoni) Landfill,PA,Waste,9108.65,40.27764,-79.98788,2023
South Hilo Sanitary Landfill,HI,Waste,74318.5,19.7031566,-155.2382164,2023
South Oak Creek,WI,Power Plants,3951884.978,42.8457,-87.8294,2023
"South Point Energy Center, LLC",AZ,Power Plants,1108067.244,34.8678,-114.5317,2023
South Yuma County Landfill,AZ,Waste,139654.75,32.54399,-114.61865,2023
Southaven Combined Cycle,MS,Power Plants,1681841.868,34.9939,-90.039,2023
Southeast Resource Recovery Facility (SERRF),CA,Waste,118603.96,33.758239,-118.240812,2023
"Southern Hens, Inc.",MS,"Other,Waste",32573.368,31.52688,-89.30225,2023
Southern Oklahoma Regional Disposal Landfill,OK,Waste,73025.298,34.19667,-97.04443,2023
Southern Sanitation Landfill,KY,Waste,21068.25,36.892079,-86.911431,2023
Southwest Cheese,NM,Other,37473.996,34.31782,-103.22356,2023
Southwestern,OK,Power Plants,711729.66,35.1009,-98.3524,2023
Sowega Power Project,GA,Power Plants,42098.544,31.3869,-84.0814,2023
"Spartan Light Metal Products, Inc.",IL,Metals,143026.028,38.120564,-89.694121,2023
Special Metals Corporation,NY,Other,40799.996,42.469,-79.345,2023
Spindle Hill Energy Center,CO,Power Plants,148836.246,40.0914,-104.8819,2023
Spiritwood Station,ND,Power Plants,278522.342,46.925,-98.5,2023
Spring Creek Energy Center,OK,Power Plants,132886.608,35.7422,-97.655,2023
Springdale Generating Station (55196),PA,Power Plants,71493.861,40.5447,-79.7678,2023
Spearman Gas Processing Plant,TX,Petroleum and Natural Gas Systems,43948.862,36.0842,-101.0478,2023
Sprague,OK,Petroleum and Natural Gas Systems,53555.06,34.65138,-96.18033,2023
Spring Brook Gas Plant,ND,Petroleum and Natural Gas Systems,70700.646,48.229118,-103.518843,2023
Springridge South Compressor Station,LA,Petroleum and Natural Gas Systems,141935.736,32.195001,-93.901028,2023
Southern Star -Hugoton Compressor Station,KS,Petroleum and Natural Gas Systems,47061.706,37.271655,-100.855881,2023
Southern Star-Blackwell Compressor Station,OK,Petroleum and Natural Gas Systems,34638.398,36.82424,-97.30087,2023
Southern Star-Grabham Compressor Station,KS,Petroleum and Natural Gas Systems,30985.97,37.199625,-95.77212,2023
Southern Star-Montezuma Station,KS,Petroleum and Natural Gas Systems,17407.016,37.5858,-100.4511,2023
Southern Star-Saginaw Compressor Station,MO,Petroleum and Natural Gas Systems,11768.684,37.01773,-94.47951,2023
St. Francisville,LA,Petroleum and Natural Gas Systems,55932.494,30.83486,-91.254997,2023
St. Paul Compressor Station,IN,Petroleum and Natural Gas Systems,165458.93,39.42074,-85.61165,2023
Springdale Generating Station (55710),PA,Power Plants,1524941.548,40.5456,-79.7669,2023
Springerville Generating Station,AZ,Power Plants,7022189.542,34.3186,-109.1636,2023
"Spruance Operating Services, LLC",VA,Power Plants,321364.808,37.45566,-77.4267,2023
St Charles Energy Center,MD,Power Plants,1604880.104,38.573334,-76.890951,2023
St Charles Operations (Taft/Star) Union Carbide Corp,LA,Chemicals,2757258.568,29.9829,-90.4437,2023
St Marys Cement INC,MI,Minerals,1425742.296,45.316951,-85.299349,2023
St. Clair,MI,Power Plants,448.548,42.7642,-82.4719,2023
St. Francis Power Plant,MO,Power Plants,799735.536,36.5852,-90.1779,2023
St. Joseph Energy Center LLC,IN,Power Plants,1817717.564,41.697037,-86.47686,2023
St. Nicholas Cogeneration Project,PA,Power Plants,1133244.744,40.8222,-76.1736,2023
"St. Paul Park Refining Company, LLC",MN,"Chemicals,Petroleum Product Suppliers,Refineries",883679.804,44.850583,-93.002139,2023
St.Charles,LA,Power Plants,1940982.556,30.004648,-90.464826,2023
"Standard Forged Products, LLC - McKees Rocks",PA,Other,16013.14,40.4819,-80.06501,2023
Stanford University,CA,Other,31196.032,37.427659988137,-122.170060007912,2023
